,basic_date,stockname,close_value,diff_value,diff_value_rate,ma3_value,ma3_rate,cv3d_diff_rate,ud_3d
0,20170116,에듀파트너,891,,,,,,0
1,20170117,에듀파트너,891,0.0,0.0,,,,0
2,20170118,에듀파트너,892,1.0,0.1122,891.3333333333334,,1.122334455667789,0
3,20170119,에듀파트너,901,9.0,1.009,894.6666666666666,,-12.457912457912458,0
4,20170120,에듀파트너,780,-121.0,-13.4295,857.6666666666666,,-12.443946188340806,0
5,20170123,에듀파트너,781,1.0,0.1282,820.6666666666666,,-13.318534961154274,0
6,20170124,에듀파트너,781,0.0,0.0,780.6666666666666,-4.913892078071178,15.128205128205128,0
7,20170125,에듀파트너,898,117.0,14.9808,820.0,0.5889281507656066,31.88220230473752,0
8,20170126,에듀파트너,1030,132.0,14.6993,903.0,12.93833131801693,51.08834827144686,1
9,20170131,에듀파트너,1180,150.0,14.5631,1036.0,18.184013523303538,11.915367483296215,0
10,20170201,에듀파트너,1005,-175.0,-14.8305,1071.6666666666667,19.156908665105387,-5.339805825242718,0
11,20170202,에듀파트너,975,-30.0,-2.9851,1053.3333333333333,13.704496788008566,-5.084745762711865,0
12,20170203,에듀파트너,1120,145.0,14.8718,1033.3333333333333,13.710666121781777,27.860696517412936,0
13,20170206,에듀파트너,1285,165.0,14.7321,1126.6666666666667,15.172955974842765,51.28205128205128,1
14,20170207,에듀파트너,1475,190.0,14.786,1293.3333333333333,23.35216572504708,51.33928571428571,1
15,20170208,에듀파트너,1695,220.0,14.9153,1485.0,29.73944294699012,28.01556420233463,0
16,20170209,에듀파트너,1645,-50.0,-2.9499,1605.0,28.071672354948806,-4.745762711864407,0
17,20170210,에듀파트너,1405,-240.0,-14.5897,1581.6666666666667,13.206106870229007,-29.49852507374631,-1
18,20170213,에듀파트너,1195,-210.0,-14.9466,1415.0,-3.5318559556786706,-37.68996960486322,-1
19,20170214,에듀파트너,1025,-170.0,-14.2259,1208.3333333333333,-14.123917388407728,-16.370106761565836,0
20,20170215,에듀파트너,1175,150.0,14.6341,1131.6666666666667,-21.780175320296696,-16.317991631799163,0
21,20170216,에듀파트너,1000,-175.0,-14.8936,1066.6666666666667,-24.680545585068195,-16.975609756097562,0
22,20170217,에듀파트너,851,-149.0,-14.9,1008.6666666666666,-24.313421256788207,-29.617021276595747,-1
23,20170220,에듀파트너,827,-24.0,-2.8202,892.6666666666666,-21.379310344827587,-29.299999999999997,-1
24,20170221,에듀파트너,707,-120.0,-14.5103,795.0,-19.97712542889821,-4.465334900117509,0
25,20170222,에듀파트너,813,106.0,14.9929,782.3333333333334,-20.233702337023367,-16.203143893591292,0
26,20170223,에듀파트너,693,-120.0,-14.7601,737.6666666666666,-18.574561403508767,-4.809052333804809,0
27,20170224,에듀파트너,673,-20.0,-2.886,726.3333333333334,-17.579799904716534,-29.397293972939732,-1
28,20170227,에듀파트너,574,-99.0,-14.7103,646.6666666666666,-12.284759701876126,-4.761904761904762,0
29,20170228,에듀파트너,660,86.0,14.9826,635.6666666666666,-14.866684621599783,-16.64190193164933,0
30,20170302,에듀파트너,561,-99.0,-15.0,598.3333333333334,-12.398843930635833,-1.9163763066202089,0
31,20170303,에듀파트너,563,2.0,0.3565,594.6666666666666,-14.386170524465285,-14.545454545454545,0
32,20170306,에듀파트너,564,1.0,0.1776,562.6666666666666,-7.877254033533703,0.53475935828877,0
33,20170307,에듀파트너,564,0.0,0.0,563.6666666666666,-9.83173870009898,-14.564831261101244,0
34,20170308,에듀파트너,481,-83.0,-14.7163,536.3333333333334,-6.741957563312797,-1.950354609929078,0
35,20170309,에듀파트너,553,72.0,14.9688,532.6666666666666,-7.314560439560444,-4.787234042553192,0
36,20170310,에듀파트너,537,-16.0,-2.8933,523.6666666666666,-5.122575923893157,-4.781704781704782,0
37,20170313,에듀파트너,458,-79.0,-14.7114,516.0,-6.238532110091743,-4.882459312839059,0
38,20170314,에듀파트너,526,68.0,14.8472,507.0,-3.2975175991107735,-0.186219739292365,0
39,20170315,에듀파트너,536,10.0,1.9011,506.6666666666667,-0.5784805244890089,13.755458515283841,0
40,20170316,에듀파트너,521,-15.0,-2.7985,527.6666666666666,0.8610567514677059,1.9011406844106464,0
41,20170317,에듀파트너,536,15.0,2.8791,531.0,0.9578544061302682,-3.731343283582089,0
42,20170320,에듀파트너,516,-20.0,-3.7313,524.3333333333334,1.823118696664076,-0.9596928982725527,0
43,20170321,에듀파트너,516,0.0,0.0,522.6666666666666,-1.862630966239807,-17.91044776119403,0
44,20170322,에듀파트너,440,-76.0,-14.7287,490.6666666666667,-4.592030360531307,-1.937984496124031,0
45,20170323,에듀파트너,506,66.0,15.0,487.3333333333333,-8.190476190476192,-16.27906976744186,0
46,20170324,에듀파트너,432,-74.0,-14.6245,459.3333333333333,-5.4962435745353915,12.727272727272727,0
47,20170327,에듀파트너,496,64.0,14.8148,478.0,-2.7844073190135243,12.648221343873518,0
48,20170328,에듀파트너,570,74.0,14.9194,499.3333333333333,6.804979253112024,31.944444444444443,0
49,20170329,에듀파트너,570,0.0,0.0,545.3333333333334,10.376569037656909,14.919354838709678,0
50,20170330,에듀파트너,570,0.0,0.0,570.0,17.06219312602292,14.912280701754385,0
51,20170331,에듀파트너,655,85.0,14.9123,598.3333333333334,17.327117327117335,14.912280701754385,0
52,20170403,에듀파트너,655,0.0,0.0,626.6666666666666,21.417740712661107,32.10526315789474,0
53,20170404,에듀파트너,753,98.0,14.9618,687.6666666666666,20.90178259349876,26.106870229007633,0
54,20170405,에듀파트너,826,73.0,9.6946,744.6666666666666,23.013245033112582,26.106870229007633,0
55,20170406,에듀파트너,826,0.0,0.0,801.6666666666666,24.789260068685596,24.43559096945551,0
56,20170407,에듀파트너,937,111.0,13.4383,863.0,24.457935819601047,16.585956416464892,0
57,20170410,에듀파트너,963,26.0,2.7748,908.6666666666666,17.658142664872145,-0.847457627118644,0
58,20170411,에듀파트너,819,-144.0,-14.9533,906.3333333333334,6.129597197898424,-25.613660618996796,0
59,20170412,에듀파트너,697,-122.0,-14.8962,826.3333333333334,-4.459930313588847,-27.62201453790239,0
60,20170413,에듀파트너,697,0.0,0.0,737.6666666666666,-10.0663463738275,-7.814407814407814,0
61,20170414,에듀파트너,755,58.0,8.3214,716.3333333333334,-9.594530881659592,24.390243902439025,0
62,20170417,에듀파트너,867,112.0,14.8344,773.0,-2.4799416484317987,42.75466284074606,1
63,20170418,에듀파트너,995,128.0,14.7636,872.3333333333334,9.66675146273213,32.05298013245033,1
64,20170419,에듀파트너,997,2.0,0.201,953.0,20.96479791395045,18.223760092272205,1
65,20170420,에듀파트너,1025,28.0,2.8084,1005.6666666666666,22.51308900523559,3.5175879396984926,1
66,20170421,에듀파트너,1030,5.0,0.4878,1017.3333333333334,17.188587334725113,0.802407221664995,0
67,20170424,에듀파트너,1005,-25.0,-2.4272,1020.0,9.657253718473811,0.4878048780487805,0
68,20170425,에듀파트너,1030,25.0,2.4876,1021.6666666666666,4.293854293854299,0.48543689320388345,0
69,20170426,에듀파트너,1035,5.0,0.4854,1023.3333333333334,2.2367379255740323,5.970149253731343,1
70,20170427,에듀파트너,1065,30.0,2.8986,1043.3333333333333,1.238450953410657,-1.4563106796116505,0
71,20170428,에듀파트너,1015,-50.0,-4.6948,1038.3333333333333,1.170731707317073,0.4830917874396135,0
72,20170502,에듀파트너,1040,25.0,2.4631,1040.0,0.48402710551790895,-2.8169014084507045,0
73,20170504,에듀파트너,1035,-5.0,-0.4808,1030.0,0.1941747572815534,-0.9852216748768473,0
74,20170508,에듀파트너,1005,-30.0,-2.8986,1026.6666666666667,-1.1571841851494697,-0.9615384615384616,0
75,20170510,에듀파트너,1030,25.0,2.4876,1023.3333333333334,-1.1560693641618496,-1.4492753623188406,0
76,20170511,에듀파트너,1020,-10.0,-0.9709,1018.3333333333334,-1.53100775193798,-1.3930348258706469,0
77,20170512,에듀파트너,991,-29.0,-2.8431,1013.6666666666666,-2.2634146341463457,-6.5048543689320395,-1
78,20170515,에듀파트너,963,-28.0,-2.8254,991.3333333333334,-0.4093567251462033,8.333333333333332,0
79,20170516,에듀파트너,1105,142.0,14.7456,1019.6666666666666,5.274552253493398,28.15338042381433,0
80,20170517,에듀파트너,1270,165.0,14.9321,1112.6666666666667,12.377720103813136,34.994807892004154,1
81,20170518,에듀파트너,1300,30.0,2.3622,1225.0,15.541201800743782,14.479638009049776,0
82,20170519,에듀파트너,1265,-35.0,-2.6923,1278.3333333333333,19.46158160403814,14.173228346456693,0
83,20170522,에듀파트너,1450,185.0,14.6245,1338.3333333333333,23.290104814354244,27.307692307692307,0
84,20170523,에듀파트너,1655,205.0,14.1379,1456.6666666666667,27.223445705573447,45.45454545454545,1
85,20170524,에듀파트너,1840,185.0,11.1782,1648.3333333333333,30.28169014084507,45.86206896551724,1
86,20170525,에듀파트너,2115,275.0,14.9457,1870.0,32.13256484149856,27.492447129909365,0
87,20170526,에듀파트너,2110,-5.0,-0.2364,2021.6666666666667,30.02663115845539,11.141304347826086,0
88,20170529,에듀파트너,2045,-65.0,-3.0806,2090.0,22.642642642642645,-0.7092198581560284,0
89,20170530,에듀파트너,2100,55.0,2.6895,2085.0,13.522355507088331,-3.3175355450236967,0
90,20170531,에듀파트너,2040,-60.0,-2.8571,2061.6666666666665,6.451612903225806,2.689486552567237,0
91,20170601,에듀파트너,2100,60.0,2.9412,2080.0,1.1263467189030363,-2.857142857142857,0
92,20170602,에듀파트너,2040,-60.0,-2.8571,2060.0,-0.2881844380403458,2.941176470588235,0
93,20170605,에듀파트너,2100,60.0,2.9412,2080.0,0.4329004329004329,2.857142857142857,0
94,20170607,에듀파트너,2160,60.0,2.8571,2100.0,2.8087167070217918,8.57843137254902,1
95,20170608,에듀파트너,2215,55.0,2.5463,2158.3333333333335,3.8535645472061653,7.857142857142857,1
96,20170609,에듀파트너,2265,50.0,2.2573,2213.3333333333335,5.363984674329502,4.62962962962963,0
97,20170612,에듀파트너,2260,-5.0,-0.2208,2246.6666666666665,5.6523787093735285,4.514672686230249,0
98,20170613,에듀파트너,2315,55.0,2.4336,2280.0,8.62708719851577,17.218543046357617,0
99,20170614,에듀파트너,2655,340.0,14.6868,2410.0,6.863636363636363,0.0,0
100,20170615,에듀파트너,2260,-395.0,-14.8776,2410.0,4.63664734730272,-3.023758099352052,0
101,20170616,에듀파트너,2245,-15.0,-0.6637,2386.6666666666665,2.9035012809564473,-3.0131826741996233,0
102,20170619,에듀파트너,2575,330.0,14.6993,2360.0,7.954062101233518,30.752212389380528,0
103,20170620,에듀파트너,2955,380.0,14.7573,2591.6666666666665,14.4013634426928,51.00222717149221,1
104,20170621,에듀파트너,3390,435.0,14.7208,2973.3333333333335,20.0,27.96116504854369,0
105,20170622,에듀파트너,3295,-95.0,-2.8024,3213.3333333333335,21.473601260835302,8.29103214890017,0
106,20170623,에듀파트너,3200,-95.0,-2.8832,3295.0,20.148975791433894,-2.949852507374631,0
107,20170626,에듀파트너,3290,90.0,2.8125,3261.6666666666665,13.796680497925312,-0.4552352048558422,0
108,20170627,에듀파트너,3280,-10.0,-0.304,3256.6666666666665,5.416801816412585,-0.46875,0
109,20170628,에듀파트너,3185,-95.0,-2.8963,3251.6666666666665,2.944823310601364,10.94224924012158,0
110,20170629,에듀파트너,3650,465.0,14.5997,3371.6666666666665,3.00820419325433,8.079268292682928,0
111,20170630,에듀파트너,3545,-105.0,-2.8767,3460.0,7.753846153846154,20.87912087912088,0
112,20170703,에듀파트너,3850,305.0,8.6037,3681.6666666666665,6.504065040650407,-5.342465753424658,0
113,20170704,에듀파트너,3455,-395.0,-10.2597,3616.6666666666665,6.489675516224189,0.14104372355430184,0
114,20170705,에듀파트너,3550,95.0,2.7496,3618.3333333333335,1.9417475728155338,-10.38961038961039,0
115,20170706,에듀파트너,3450,-100.0,-2.8169,3485.0,0.3958156629912355,-0.1447178002894356,0
116,20170707,에듀파트너,3450,0.0,0.0,3483.3333333333335,-3.8781163434903045,-2.9577464788732395,0
117,20170710,에듀파트너,3445,-5.0,-0.1449,3448.3333333333335,-2.9971988795518207,-0.8695652173913043,0
118,20170711,에듀파트너,3420,-25.0,-0.7257,3438.3333333333335,-3.3230076034919738,-1.4492753623188406,-1
119,20170712,에듀파트너,3400,-20.0,-0.5848,3421.6666666666665,-1.585014409221902,-2.467343976777939,-1
120,20170713,에듀파트너,3360,-40.0,-1.1765,3393.3333333333335,-4.793531619982674,-16.374269005847953,-1
121,20170714,에듀파트너,2860,-500.0,-14.881,3206.6666666666665,-7.457034663559568,-16.323529411764707,-1
122,20170717,에듀파트너,2845,-15.0,-0.5245,3021.6666666666665,-10.805270863836018,-17.708333333333336,-1
123,20170718,에듀파트너,2765,-80.0,-2.812,2823.3333333333335,-11.950257810130422,-6.118881118881119,-1
124,20170719,에듀파트너,2685,-80.0,-2.8933,2765.0,-10.953729933899906,5.0966608084358525,0
125,20170720,에듀파트너,2990,305.0,11.3594,2813.3333333333335,-3.4143138542350626,23.869801084990957,0
126,20170721,에듀파트너,3425,435.0,14.5485,3033.3333333333335,8.818463658284534,46.36871508379888,1
127,20170724,에듀파트너,3930,505.0,14.7445,3448.3333333333335,19.86567691763874,31.270903010033447,0
128,20170725,에듀파트너,3925,-5.0,-0.1272,3760.0,19.714479945615228,-2.4817518248175183,0
129,20170726,에듀파트너,3340,-585.0,-14.9045,3731.6666666666665,15.954415954415953,-5.979643765903308,0
130,20170727,에듀파트너,3695,355.0,10.6287,3653.3333333333335,12.828074314361546,8.025477707006369,0
131,20170728,에듀파트너,4240,545.0,14.7497,3758.3333333333335,13.969335604770016,45.808383233532936,1
132,20170731,에듀파트너,4870,630.0,14.8585,4268.333333333333,10.756210756210756,12.043301759133964,0
133,20170801,에듀파트너,4140,-730.0,-14.9897,4416.666666666667,13.434396236278099,12.14622641509434,0
134,20170802,에듀파트너,4755,615.0,14.8551,4588.333333333333,9.865470852017937,-16.940451745379878,0
135,20170803,에듀파트너,4045,-710.0,-14.9317,4313.333333333333,5.521321173280749,-13.16425120772947,0
136,20170804,에듀파트너,3595,-450.0,-11.1248,4131.666666666667,-9.700460829493087,-35.646687697160885,-1
137,20170807,에듀파트너,3060,-535.0,-14.8818,3566.6666666666665,-18.095238095238095,-35.59950556242274,-1
138,20170808,에듀파트너,2605,-455.0,-14.8693,3086.6666666666665,-27.493576267227283,-38.38664812239222,-1
139,20170809,에듀파트너,2215,-390.0,-14.9712,2626.6666666666665,-31.81934166879306,-38.39869281045752,-1
140,20170810,에듀파트너,1885,-330.0,-14.8984,2235.0,-37.01550387596899,-38.1957773512476,-1
141,20170811,에듀파트너,1610,-275.0,-14.5889,1903.3333333333333,-37.40335051546392,-36.794582392776526,-1
142,20170814,에듀파트너,1400,-210.0,-13.0435,1631.6666666666667,-36.601796407185624,-27.851458885941643,-1
143,20170816,에듀파트너,1360,-40.0,-2.8571,1456.6666666666667,-33.362637362637365,-17.70186335403727,-1
144,20170817,에듀파트너,1325,-35.0,-2.5735,1361.6666666666667,-29.747812660833763,-19.28571428571429,-1
145,20170818,에듀파트너,1130,-195.0,-14.717,1271.6666666666667,-24.73435655253837,-14.705882352941178,0
146,20170821,에듀파트너,1160,30.0,2.6549,1205.0,-18.66754617414248,-10.18867924528302,0
147,20170822,에듀파트너,1190,30.0,2.5862,1160.0,-11.72161172161172,7.964601769911504,1
148,20170823,에듀파트너,1220,30.0,2.521,1190.0,-7.0588235294117645,5.603448275862069,1
149,20170824,에듀파트너,1225,5.0,0.4098,1211.6666666666667,-2.75750202757502,0.8403361344537815,0
150,20170825,에듀파트너,1200,-25.0,-2.0408,1215.0,0.33195020746887965,-0.819672131147541,0
151,20170828,에듀파트너,1210,10.0,0.8333,1211.6666666666667,2.869198312236287,1.2244897959183674,0
152,20170829,에듀파트너,1240,30.0,2.4793,1216.6666666666667,2.5020850708924103,5.833333333333333,1
153,20170830,에듀파트너,1270,30.0,2.4194,1240.0,5.5417700578990905,20.66115702479339,1
154,20170831,에듀파트너,1460,190.0,14.9606,1323.3333333333333,9.680065627563577,21.370967741935484,1
155,20170901,에듀파트너,1505,45.0,3.0822,1411.6666666666667,12.855980471928397,14.960629921259844,0
156,20170904,에듀파트너,1460,-45.0,-2.99,1475.0,11.598746081504702,-2.3972602739726026,0
157,20170905,에듀파트너,1425,-35.0,-2.3973,1463.3333333333333,5.7591623036649215,-18.93687707641196,-1
158,20170906,에듀파트너,1220,-205.0,-14.386,1368.3333333333333,1.0814708002883922,-4.10958904109589,0
159,20170907,에듀파트너,1400,180.0,14.7541,1348.3333333333333,-3.651685393258427,-4.912280701754386,0
160,20170908,에듀파트너,1355,-45.0,-3.2143,1325.0,-3.6775106082036775,15.573770491803279,0
161,20170911,에듀파트너,1410,55.0,4.059,1388.3333333333333,-0.42796005706134094,13.928571428571429,0
162,20170912,에듀파트너,1595,185.0,13.1206,1453.3333333333333,10.058309037900875,32.10332103321033,1
163,20170913,에듀파트너,1790,195.0,12.2257,1598.3333333333333,17.254038179148314,30.141843971631204,1
164,20170914,에듀파트너,1835,45.0,2.514,1740.0,17.335243553008596,-2.19435736677116,0
165,20170915,에듀파트너,1560,-275.0,-14.9864,1728.3333333333333,7.483443708609272,-25.41899441340782,0
166,20170918,에듀파트너,1335,-225.0,-14.4231,1576.6666666666667,-3.8822792736380713,-37.05722070844686,-1
167,20170919,에듀파트너,1155,-180.0,-13.4831,1350.0,-13.36996336996337,-22.435897435897438,0
168,20170920,에듀파트너,1210,55.0,4.7619,1233.3333333333333,-18.11460258780037,3.7453183520599254,0
169,20170921,에듀파트너,1385,175.0,14.4628,1250.0,-13.029315960912053,37.66233766233766,1
170,20170922,에듀파트너,1590,205.0,14.8014,1395.0,0.9161381254404511,50.413223140495866,1
171,20170925,에듀파트너,1820,230.0,14.4654,1598.3333333333333,17.682468021068473,31.046931407942242,0
172,20170926,에듀파트너,1815,-5.0,-0.2747,1741.6666666666667,26.217228464419474,14.150943396226415,0
173,20170927,에듀파트너,1815,0.0,0.0,1816.6666666666667,19.972067039106143,-14.835164835164836,0
174,20170928,에듀파트너,1550,-265.0,-14.6006,1726.6666666666667,6.585677749360613,-26.446280991735538,0
175,20170929,에듀파트너,1335,-215.0,-13.871,1566.6666666666667,-4.925816023738872,-17.63085399449036,0
176,20171010,에듀파트너,1495,160.0,11.985,1460.0,-10.069848661233994,-1.2903225806451613,0
177,20171011,에듀파트너,1530,35.0,2.3411,1453.3333333333333,-13.31733653269346,-1.4981273408239701,0
178,20171012,에듀파트너,1315,-215.0,-14.0523,1446.6666666666667,-14.981273408239701,-24.08026755852843,0
179,20171013,에듀파트너,1135,-180.0,-13.6882,1326.6666666666667,-14.36893203883495,-25.49019607843137,0
180,20171016,에듀파트너,1140,5.0,0.4405,1196.6666666666667,-13.217993079584774,-12.547528517110266,0
181,20171017,에듀파트너,1150,10.0,0.8772,1141.6666666666667,-15.638766519823788,-11.45374449339207,0
182,20171018,에듀파트너,1005,-145.0,-12.6087,1098.3333333333333,-17.762660619803476,-11.403508771929824,0
183,20171019,에듀파트너,1010,5.0,0.4975,1055.0,-14.912280701754385,-10.434782608695652,0
184,20171020,에듀파트너,1030,20.0,1.9802,1015.0,-6.440382941688425,17.412935323383085,1
185,20171023,에듀파트너,1180,150.0,14.5631,1073.3333333333333,-3.5845588235294117,0.9900990099009901,0
186,20171024,에듀파트너,1020,-160.0,-13.5593,1076.6666666666667,-4.198687910028112,-15.436893203883495,0
187,20171025,에듀파트너,871,-149.0,-14.6078,1023.6666666666666,-7.962790697674421,-28.30508474576271,-1
188,20171026,에듀파트너,846,-25.0,-2.8703,912.3333333333334,-6.787416587225933,-4.705882352941177,0
189,20171027,에듀파트너,972,126.0,14.8936,896.3333333333334,-5.615339463901398,28.013777267508612,0
190,20171030,에듀파트너,1115,143.0,14.7119,977.6666666666666,-0.26278552658176907,33.56973995271868,1
191,20171031,에듀파트너,1130,15.0,1.3453,1072.3333333333333,6.218040499079562,16.255144032921812,0
192,20171101,에듀파트너,1130,0.0,0.0,1125.0,13.01824212271975,-0.8968609865470852,0
193,20171102,에듀파트너,1105,-25.0,-2.2124,1121.6666666666667,12.687474665585738,-4.424778761061947,0
194,20171103,에듀파트너,1080,-25.0,-2.2624,1105.0,9.474292316580021,9.734513274336283,0
195,20171106,에듀파트너,1240,160.0,14.8148,1141.6666666666667,6.382978723404246,12.669683257918551,0
196,20171107,에듀파트너,1245,5.0,0.4032,1188.3333333333333,7.014388489208632,18.51851851851852,1
197,20171108,에듀파트너,1280,35.0,2.8112,1255.0,11.081794195250659,18.548387096774192,1
198,20171109,에듀파트너,1470,190.0,14.8438,1331.6666666666667,19.396551724137932,35.7429718875502,1
199,20171110,에듀파트너,1690,220.0,14.966,1480.0,19.747899159663866,12.5,0
200,20171113,에듀파트너,1440,-250.0,-14.7929,1533.3333333333333,19.31908155186065,12.585034013605442,0
201,20171114,에듀파트너,1655,215.0,14.9306,1595.0,17.76173285198556,12.42603550295858,0
202,20171115,에듀파트너,1900,245.0,14.8036,1665.0,20.140350877192983,30.208333333333332,0
203,20171116,에듀파트너,1875,-25.0,-1.3158,1810.0,15.85932315859323,12.386706948640484,0
204,20171117,에듀파트너,1860,-15.0,-0.8,1878.3333333333333,15.511955855303494,12.105263157894736,0
205,20171120,에듀파트너,2130,270.0,14.5161,1955.0,17.056074766355138,20.266666666666666,0
206,20171121,에듀파트너,2255,125.0,5.8685,2081.6666666666665,22.623138602520047,38.97849462365591,1
207,20171122,에듀파트너,2585,330.0,14.6341,2323.3333333333335,20.382165605095544,17.84037558685446,0
208,20171123,에듀파트너,2510,-75.0,-2.9014,2450.0,19.510978043912175,10.643015521064301,0
209,20171124,에듀파트너,2495,-15.0,-0.5976,2530.0,14.619336758524055,-6.189555125725339,-1
210,20171127,에듀파트너,2425,-70.0,-2.8056,2476.6666666666665,6.525573192239858,-17.729083665338646,-1
211,20171128,에듀파트너,2065,-360.0,-14.8454,2328.3333333333335,-6.012526096033403,-29.458917835671343,-1
212,20171129,에듀파트너,1760,-305.0,-14.77,2083.3333333333335,-12.550937245313772,-18.144329896907216,0
213,20171130,에듀파트너,1985,225.0,12.7841,1936.6666666666667,-17.839403973509935,-18.159806295399516,0
214,20171201,에듀파트너,1690,-295.0,-14.8615,1811.6666666666667,-16.215015548645045,9.659090909090908,0
215,20171204,에듀파트너,1930,240.0,14.2012,1868.3333333333333,-13.560111835973904,-3.7783375314861463,0
216,20171205,에듀파트너,1910,-20.0,-1.0363,1843.3333333333333,-7.909319899244332,-3.8461538461538463,0
217,20171206,에듀파트너,1625,-285.0,-14.9215,1821.6666666666667,-7.211028632025451,-17.357512953367877,-1
218,20171207,에듀파트너,1595,-30.0,-1.8462,1710.0,-6.738544474393531,-16.75392670157068,-1
219,20171208,에듀파트너,1590,-5.0,-0.3135,1603.3333333333333,-6.564551422319474,12.0,0
220,20171211,에듀파트너,1820,230.0,14.4654,1668.3333333333333,-4.0,10.9717868338558,0
221,20171212,에듀파트너,1770,-50.0,-2.7473,1726.6666666666667,-1.3294797687861273,10.69182389937107,0
222,20171213,에듀파트너,1760,-10.0,-0.565,1783.3333333333333,-1.1709601873536302,-17.582417582417584,-1
223,20171214,에듀파트너,1500,-260.0,-14.7727,1676.6666666666667,-2.9166666666666665,-26.27118644067797,-1
224,20171215,에듀파트너,1305,-195.0,-13.0,1521.6666666666667,-10.779144698301113,-27.27272727272727,-1
225,20171218,에듀파트너,1280,-25.0,-1.9157,1361.6666666666667,-17.77251184834123,-27.0,-1
226,20171219,에듀파트너,1095,-185.0,-14.4531,1226.6666666666667,-21.0913549969344,-3.8314176245210727,0
227,20171220,에듀파트너,1255,160.0,14.6119,1210.0,-21.07682206172029,-16.015625,0
228,20171221,에듀파트너,1075,-180.0,-14.3426,1141.6666666666667,-14.409221902017292,12.785388127853881,0
229,20171222,에듀파트너,1235,160.0,14.8837,1188.3333333333333,,,0
